,rms_spike,rms_lfp,gamma,alpha,beta,delta,theta,peaks,targets
87,0.104091462084,5.83157326622,10.2850480248,78.1064178068,33.1090180921,35.0485255317,61.5634308583,18.0,caudate putamen
88,0.105708857657,6.39316573278,11.066006078,88.1874792399,36.3544163742,39.5008283226,69.6495082458,25.0,caudate putamen
89,0.0938749668364,6.87599048049,11.1664595694,99.8024053153,38.7360625367,43.4718458692,78.866984098,19.0,caudate putamen
90,0.0972985448238,6.21573478598,10.4960717519,85.7882844083,35.0839033282,38.5251263877,67.822755319,21.0,caudate putamen
91,0.0970144306503,6.12407093825,10.0028386324,87.181021801,34.6431101638,38.1572266008,68.6679829875,22.0,caudate putamen
92,0.100903478716,5.92806110037,10.3316431924,80.633259139,33.5250179949,36.1710553711,63.6153414865,28.0,caudate putamen
93,0.0896497827174,6.29103201234,9.70161445872,91.2090465007,35.095636746,40.2441645962,72.1941672448,11.0,caudate putamen
94,0.0861300619817,6.39885660356,10.2484346799,91.4095104978,35.7137216637,39.6490976798,72.0650098809,15.0,caudate putamen
95,0.0919395943215,6.83638405494,10.4445553417,100.679436939,38.0424794073,43.0905609917,79.187599468,16.0,caudate putamen
96,0.094042770762,6.72938167207,10.1615579194,98.8405602849,38.1399723061,43.0738296237,78.0065033867,14.0,caudate putamen
97,0.0923857179085,6.27347174015,10.3941940442,86.9473745642,34.8160929383,38.6053320322,68.6862744715,16.0,caudate putamen
98,0.0887724370895,6.29475006997,9.79121758974,89.9684249988,35.3887995299,39.7435333788,71.1439595335,18.0,caudate putamen
99,0.0946204710147,6.82270725525,10.1141009695,99.6977105788,37.9053819319,42.4019899852,78.1895039371,21.0,caudate putamen
100,0.0962412143286,6.17201742038,9.82092493978,87.8905309335,35.1844638463,38.5434731268,69.2070376551,18.0,caudate putamen
101,0.088117142399,6.41324807478,9.69960936579,92.5748305097,36.239866481,40.8556467886,73.097575288,19.0,caudate putamen
102,0.0960892446968,6.26922790593,9.11114541502,92.5097822246,35.5968210608,40.0666930513,72.9179830803,24.0,caudate putamen
103,0.0930131308086,6.51385168472,9.42902749018,93.8108367661,36.4460928717,41.4634455421,74.2564419876,24.0,caudate putamen
104,0.0989344208241,5.76461176795,8.88854259427,83.8466857793,33.5421012935,37.43148476,66.2795496096,21.0,caudate putamen
105,0.090415183109,4.86925129565,8.24721115997,64.1565847403,27.6574345038,29.1312280803,50.4834332544,35.0,caudate putamen
106,0.0919183475745,5.6518115888,8.33552931261,82.3531568326,32.7994277283,36.337819024,64.8532594418,28.0,caudate putamen
107,0.0898143191168,6.20417606343,9.14834228106,88.5242740004,35.4032591002,40.0206512656,70.2359823241,43.0,caudate putamen
108,0.0946125264665,6.11542801928,8.52586374465,92.4734827401,35.5390960616,40.3935723206,72.9930216124,29.0,caudate putamen
109,0.0872318804724,6.3329973622,8.92019572898,94.2443662848,36.6235973544,41.5736622585,74.5170806395,19.0,caudate putamen
110,0.0909689177471,6.3707297145,8.68529589165,97.1608179558,36.6779771981,42.0798952772,76.6744782974,25.0,caudate putamen
111,0.0947564792105,6.29801639783,8.79173399559,91.7781935243,36.0511045337,41.1893010043,72.7401801373,41.0,caudate putamen
112,0.0980461907578,6.58427424528,9.03838705273,97.801436958,37.4818861777,42.8058221652,77.2600087519,16.0,caudate putamen
113,0.0929449225855,5.5870752911,8.32742627725,78.7907335689,31.5555134357,35.9312329159,62.5130151044,25.0,caudate putamen
114,0.0939324766015,6.5037232992,9.09072126921,95.2537762016,36.0408766505,41.9622812072,75.5475048785,30.0,caudate putamen
115,0.0923607542888,5.90131549215,8.63804966099,85.9304870298,33.6413431502,38.8161524275,68.2587489241,35.0,caudate putamen
116,0.0900313278085,6.02978359204,8.5713872144,89.2993494706,34.1368219633,40.1512823115,71.0252325855,26.0,caudate putamen
117,0.0901882948825,5.69842195852,8.08903997516,86.3101603583,32.6532681165,38.497153527,68.6372222751,26.0,caudate putamen
118,0.0958648365154,5.20903540836,7.92767447406,74.6236621355,29.8175264459,34.6817837905,59.5808799869,76.0,caudate putamen
119,0.0904306708735,5.81874702861,8.18870280013,88.4591180217,33.5554133332,39.6974761042,70.4084804384,17.0,caudate putamen
120,0.0940986188745,5.78348810232,8.26958331437,85.4049747632,33.5310826663,38.6319585363,67.8618857885,22.0,caudate putamen
121,0.0903054561334,5.55069278994,7.55176465248,83.8190593709,32.1248707305,38.3769627943,66.9955209599,20.0,caudate putamen
122,0.0921383462297,5.33299477481,7.79147158617,77.7833045138,31.0920344014,36.2895811041,62.259260666,15.0,caudate putamen
123,0.0973088743803,6.05136160642,7.88966509599,93.6645041752,34.7862485381,41.0352116476,74.3592744967,22.0,caudate putamen
124,0.094968495272,6.05920567594,8.27578159236,92.2890928208,34.6799060071,41.5927061238,73.7203325794,15.0,caudate putamen
125,0.0933608327373,5.71578768538,7.97881815544,84.9122355885,33.0062296357,38.5969221003,67.7028762699,23.0,caudate putamen
126,0.0969921090457,5.96547905747,8.3156333909,90.6586756225,34.5194823394,40.2872002016,72.1126921914,13.0,caudate putamen
127,0.0992642963057,5.58348896467,7.80485234732,82.0922053277,32.2249588508,37.1641770685,65.1849031811,18.0,caudate putamen
128,0.0940310207742,5.7192743412,8.18869809473,84.4482427769,33.0666864274,38.0512191124,67.08503348,18.0,caudate putamen
129,0.0944050797887,5.31252873787,7.76104447404,74.3731678624,30.4907693621,34.7259600455,59.291810356,23.0,caudate putamen
130,0.0946197900209,6.14677915021,7.93577917314,95.3542239779,35.2005837692,41.901153497,75.8124093819,24.0,caudate putamen
131,0.0960566320202,6.38554320026,7.83491803278,98.6830614978,36.4963559943,43.325385395,78.2691257329,44.0,caudate putamen
132,0.092376966238,6.14813666041,7.99130207253,92.6521318709,35.4650230205,42.0916016015,73.8768156488,24.0,caudate putamen
133,0.0824055500611,5.78208081831,7.16849485173,87.6017322853,33.3685038795,39.5818576635,69.6674448287,32.0,caudate putamen
134,0.0967215243343,5.35910086619,7.46510722865,77.974084428,31.0445288981,35.2195786695,61.7463026503,22.0,caudate putamen
135,0.0972836586137,6.17564874277,6.92097765995,98.49337736,35.8045411706,42.0331130428,77.6719347701,26.0,caudate putamen
136,0.0944255691545,5.99345861842,7.08435998199,94.2046089436,34.5875701774,41.1391948645,74.6161384477,75.0,caudate putamen
137,0.0931323579588,5.63229401746,6.69444425283,88.2780532768,32.6288755857,39.282777977,70.1815080124,31.0,caudate putamen
138,0.0942186646996,5.79806944468,7.06561330352,90.7698231527,33.1065832207,40.4831115595,72.3819963314,23.0,caudate putamen
139,0.0877708800262,5.69842519293,6.56085954691,88.1443282153,32.7190532718,38.9665021511,69.9358605354,28.0,caudate putamen
140,0.0902572533113,5.86472360214,6.5671440417,92.9620829531,33.4922530618,40.5322805759,73.7937137907,26.0,caudate putamen
141,0.0902883027806,5.73234528818,6.21683324665,90.7574245879,32.8127405839,39.2940076862,71.8781836773,36.0,caudate putamen
142,0.0881237103556,5.54580384911,6.41540821973,85.002583837,31.3504271273,37.7633749059,67.5280422995,34.0,caudate putamen
143,0.0979007181265,5.57043703179,6.01430275821,85.5322574343,32.1988687348,38.2289891893,67.9232649395,29.0,caudate putamen
144,0.0832798789117,5.56242230498,5.96872284852,86.9189486299,32.0332919649,38.7216425698,69.1172270011,19.0,caudate putamen
145,0.0918727652027,5.41667053417,5.59604531323,85.1078110503,31.4170587415,37.1185689888,67.3133961752,16.0,caudate putamen
146,0.0961408741283,5.36474822973,6.1138276651,79.0675049408,31.4405018833,37.8596241005,63.4400753468,24.0,caudate putamen
147,0.0994605461341,5.69367162793,6.34221102084,87.7822087962,32.8711953931,39.0905746231,69.8398025197,32.0,caudate putamen
148,0.0974275521102,5.57408535449,6.15505712888,88.4311096538,32.5478606677,39.3049515869,70.411347075,24.0,caudate putamen
149,0.0978650128715,5.61380143634,5.96138076895,89.0584554198,33.1408731918,40.3521815686,71.1103084703,23.0,caudate putamen
150,0.100951763578,5.62714094429,6.98794729584,86.1821113783,32.4855242777,38.8211182299,68.7498188284,35.0,caudate putamen
151,0.0896758368225,5.77769084238,6.36405213953,92.5581653882,34.1708063793,41.184402462,73.7628659147,24.0,caudate putamen
152,0.0900170663681,5.88389208066,6.77073447605,91.9916768338,33.9890759067,40.8853701208,73.2763124124,26.0,caudate putamen
153,0.0964193989771,5.43592492856,5.84143907733,84.702211462,32.2572596766,37.9926438307,67.3448434406,33.0,caudate putamen
154,0.0981746700729,5.70187180434,6.76402485516,86.9853912497,32.8400865331,38.5049047533,69.1034002041,24.0,caudate putamen
155,0.0862336320358,6.04312752737,6.69146538722,94.7666677823,34.9487886047,41.6805515062,75.5354723453,24.0,caudate putamen
156,0.0943501419662,5.96325153543,7.2425664117,90.2504225716,33.3886218945,39.5112459544,71.8411639487,21.0,caudate putamen
157,0.0830986566523,5.97247474393,6.82929106323,91.1187487008,34.522051141,40.0233371527,72.3475475657,19.0,caudate putamen
158,0.0987815543939,5.7583396575,7.09199032764,84.1051713576,32.2620799312,37.3697409742,66.855671054,22.0,caudate putamen
159,0.0816726083431,6.23186481787,7.43450079494,93.4729719655,34.9670405092,40.3745811216,74.0509465896,32.0,caudate putamen
160,0.0896451167349,5.83716848333,7.02794861652,86.1472411371,32.8927106164,38.1165904768,68.4463566177,31.0,caudate putamen
161,0.0926328574274,6.19854729485,7.23353752113,93.6994161202,35.3396500365,40.4654059795,74.0977535369,65.0,caudate putamen
162,0.096725903566,5.74430034858,7.03431338676,84.7156741258,32.7498046941,37.5918057177,67.3017058267,24.0,caudate putamen
163,0.0858345335235,6.753596068,7.87978717983,103.24469005,37.9304923855,43.5388792011,81.3861742156,20.0,caudate putamen
164,0.0953201953093,6.36764319075,7.21137168354,96.0602169216,35.8178755175,41.6346291288,76.1532061257,32.0,caudate putamen
165,0.0890056280789,6.02625900898,6.8201461817,93.5462237493,33.4872768114,39.4918256319,73.9469198859,20.0,caudate putamen
166,0.0912849241326,5.72209122964,6.42917267643,87.1502867078,31.9203332192,37.9184017272,69.351133678,31.0,caudate putamen
167,0.0861389654212,5.88096109485,6.69049994761,88.7660696723,33.073679133,40.4583424969,71.3609287843,18.0,caudate putamen
168,0.0888686562556,5.94053999984,6.91169873466,89.6277203889,33.5959903514,39.5489066942,71.5698707568,49.0,white matter
169,0.0893502272229,5.73220171631,6.35059535139,88.165501041,32.3175592447,39.4285787291,70.7431422036,12.0,white matter
170,0.0911704892765,5.56164082576,6.40624613027,85.588048687,31.5228826044,36.2670971486,67.673056695,12.0,white matter
171,0.0877574850238,5.54416347066,6.16576168854,85.1476499442,31.1469397218,37.1576564436,67.8431344896,30.0,white matter
172,0.0954385836441,4.51250504653,6.04108881126,62.7403928324,26.0429222514,29.74063728,50.1925797629,16.0,white matter
173,0.0952672004063,5.49216222646,5.94546010383,86.3941783062,30.9284779919,36.9371361799,68.3968044923,15.0,white matter
174,0.0918641289746,5.37484459096,6.04921008818,86.1018333321,30.9895368716,36.9404239786,68.2806890415,23.0,white matter
175,0.0898425278956,5.22002720601,5.7919148205,82.6318663808,29.8153751788,35.0299196137,65.1653780151,15.0,white matter
176,0.0897713335684,5.09366226168,5.4017667768,83.3240285164,29.8294167159,36.1745969166,66.245669841,21.0,white matter
177,0.0891470744785,4.77976742592,5.65435594085,73.0010002441,28.1221274401,33.6150562271,58.3330439752,21.0,white matter
178,0.0943136998233,5.27559987872,5.30862968735,88.7137888254,31.0546079989,37.5179086483,70.1844936002,19.0,white matter
179,0.0881173874168,5.17658341764,5.31971509188,85.7672899108,30.2434153605,35.945035189,67.5814030459,20.0,white matter
180,0.0873803296494,4.92826396606,5.17436589649,80.9571989221,29.3609871647,35.5367925434,64.3150319426,34.0,white matter
181,0.0888638893205,5.22721486982,5.38322541335,87.2552818547,31.0151267248,37.8870805949,69.4355103892,17.0,white matter
182,0.0883631017976,4.11691497459,4.86764574106,63.2906625653,25.2259656742,29.9659872611,50.7107827919,75.0,white matter
183,0.0888277974063,5.23319473389,5.38869595776,87.7651704045,31.2325744844,38.2844941798,69.8988587525,17.0,white matter
184,0.0908780735002,5.19399830964,5.41913390291,87.281880262,30.965600941,38.0952258848,69.449488528,11.0,white matter
185,0.0859217626866,4.94438472936,5.12640446302,80.6949044798,30.0046192422,36.4494076,64.4224040307,41.0,white matter
186,0.0858183698841,5.17834330924,6.08656990617,82.2784937544,31.3471658627,37.9986615704,66.0930898917,27.0,white matter
187,0.0890708412229,5.37326876915,5.39651201133,90.1001274104,32.4258012703,39.6104633945,71.6623698772,23.0,white matter
188,0.0841303912581,5.92610385349,6.12715660596,99.7715898199,35.6264479052,42.518748937,78.9687599191,19.0,white matter
189,0.0928645152754,5.80474742578,5.41861731295,100.202513968,34.8947108503,42.6826495551,79.3868781152,44.0,white matter
190,0.079976952778,4.789446595,4.98163773398,77.8332419054,29.2794744077,34.8893732706,61.8733965578,30.0,white matter
191,0.0896472011832,5.78907044927,5.61834008482,98.6817536928,34.8015420561,42.1986515795,78.1581833351,32.0,white matter
192,0.0857762951867,5.12484970449,5.35021876279,84.2012562748,30.7469782815,37.3904559447,66.9919025567,17.0,white matter
193,0.0901508911829,5.86153733655,5.61442232132,99.2557445986,35.5443341279,43.3422174351,78.8151555832,19.0,white matter
194,0.0874057403286,5.4005368272,5.14685264181,90.249776377,32.6324813233,39.8424420651,71.7960904289,18.0,white matter
195,0.0881459375186,6.05747679512,5.69601488588,104.170895479,36.5036900048,44.1490190013,82.3176502781,26.0,white matter
196,0.090449513096,5.67990789585,5.4143917116,96.5047412106,34.228140718,41.4924473312,76.4314281376,24.0,white matter
197,0.0886185865304,5.48892281643,5.87260141701,88.0484843313,33.9094005982,41.1868749367,70.5039734814,31.0,primary motor cortex
198,0.0784678761883,5.6998695068,5.74149015413,94.9345407957,34.2832065452,42.10887761,75.6348124311,24.0,primary motor cortex
199,0.0865539106769,6.0728873789,5.95316289551,99.6608508195,36.1790349573,44.5368021884,79.4388643865,45.0,primary motor cortex
200,0.0861739225207,5.72014772759,5.55822500975,94.92512149,34.6707647791,42.0921712007,75.3860413592,23.0,primary motor cortex
201,0.0976375194244,6.44568540907,6.12803487159,109.189625298,38.5872497365,47.4042201503,86.634893682,69.0,primary motor cortex
202,0.0923664805476,6.52763828199,6.23441057667,111.917056732,39.0946110114,47.4425115382,88.5317703216,36.0,primary motor cortex
203,0.0868664187359,6.53871998432,6.26926199027,112.603329263,39.4877041347,47.4844401215,88.6910822189,52.0,primary motor cortex
204,0.114238447289,6.33198015118,6.08355664183,108.765807683,37.4702388955,46.2912811347,85.9617000706,74.0,primary motor cortex
205,0.0891463438433,6.76191755209,6.4220598971,114.433573378,40.9764100964,49.6645300468,90.5714217297,17.0,primary motor cortex
206,0.0636844543094,6.26977293771,5.86951949403,107.653010084,37.2958985523,46.6193201403,85.4298550614,13.0,primary motor cortex
207,0.0882939282606,6.77959246468,6.3281236012,116.103009709,40.4998814856,50.2832509588,92.144460422,18.0,primary motor cortex
208,0.0916991540737,6.55489660017,6.26225422715,113.145219115,38.6049141226,47.8381432907,89.5281593195,27.0,primary motor cortex
209,0.0823446077917,4.99425347218,5.79906848021,75.2377367818,30.6423984862,38.907320868,61.4006088461,17.0,primary motor cortex
210,0.0818856547723,6.01923187519,5.80897389514,99.0917245112,36.3247071264,46.311418361,79.7114315041,40.0,primary motor cortex
211,0.0888006426866,7.12816180866,6.57102910863,124.259148686,42.3236293795,52.445241791,98.3706890805,31.0,primary motor cortex
212,0.0896553210841,6.63314122281,5.90324665441,114.947920017,39.1399565025,49.4719052286,91.317418548,25.0,primary motor cortex
213,0.0897562387325,7.23005694277,6.7679945525,125.219973873,42.8000475048,53.558679163,99.429201516,19.0,primary motor cortex
214,0.0858665870056,6.93484300005,6.23064932194,120.153107913,41.0835145787,51.6945440936,95.4935233091,18.0,primary motor cortex
215,0.0948316084263,6.99168312074,6.25742388662,122.203451454,41.0368998457,52.5993536097,97.5299846578,36.0,primary motor cortex
216,0.0925073772288,7.09627861695,5.99410373462,125.68818228,41.5665128116,52.6117533036,99.7141960307,17.0,primary motor cortex
217,0.0974417891203,7.43348557127,6.29034696727,132.254151016,43.376826286,55.3349325334,105.1196158,30.0,primary motor cortex
218,0.0956576893182,6.96539632362,6.02060956795,121.370196896,40.7676314864,52.9216798998,97.128931095,21.0,primary motor cortex
219,0.0840463787148,7.37647036456,5.9184611716,132.203106419,42.8588633827,55.8442510308,105.373277332,21.0,primary motor cortex
220,0.092595266733,7.24784492765,5.98259709056,127.901285822,42.2545674062,55.7608535485,102.570306559,14.0,primary motor cortex
221,0.0946761266018,7.51147209128,6.05478873904,132.942859625,43.8039533773,57.6942567049,106.42329922,21.0,primary motor cortex
222,0.0936399879943,6.54392160621,5.71365210236,111.7744252,38.2212308081,52.7851106866,91.066647131,35.0,primary motor cortex
