,rms_spike,rms_lfp,gamma,alpha,beta,delta,theta,peaks,targets
998,0.0763419160221,2.5553291671,4.83547358641,27.4916270689,14.337302998,10.9834341673,20.6993491963,105.0,secondary motor cortex
999,0.0833120890909,2.39267700446,4.81529943396,25.8975045834,13.3415405399,10.0058596782,19.3404619265,23.0,secondary motor cortex
1000,0.0794716428992,2.49680974401,4.61633507083,24.6996631697,13.1210860746,9.6630950166,18.4962116182,145.0,secondary motor cortex
1001,0.0736750231912,2.41086857318,4.54471881871,26.1535924014,13.3557722996,10.2035648096,19.5871614334,80.0,secondary motor cortex
1002,0.0881132653932,2.25675509213,4.14705652611,23.0965552855,11.90695153,9.00209678523,17.3237845585,225.0,secondary motor cortex
1003,0.0804105952784,2.19187220034,4.52865556321,22.2715032345,11.837577612,8.20665155455,16.4044322502,25.0,secondary motor cortex
1004,0.0838327395924,2.38644623778,4.19256217862,21.2346726952,11.1629670014,7.90956392782,15.634653644,398.0,secondary motor cortex
1005,0.0799715515544,2.22531327177,4.34342289285,22.642025879,11.740199801,8.71802048482,16.8777573213,40.0,secondary motor cortex
1006,0.079314173301,2.20825027374,4.37529873007,22.4491858752,11.2815557941,8.88271545444,16.8701690009,11.0,secondary motor cortex
1007,0.078712469736,2.07479012369,4.09831095684,21.143339424,10.7432680996,8.15478232696,15.8351771873,45.0,secondary motor cortex
1008,0.0789401634015,2.16855514177,4.11497515748,22.1776312919,11.2387934374,8.76569025344,16.6721020922,34.0,secondary motor cortex
1009,0.0795963303331,1.92722659448,3.88593745823,19.1759053382,10.1247026309,7.09517155196,14.0895612571,46.0,secondary motor cortex
1010,0.0823179427808,2.13275954634,4.15975265162,22.0317398869,11.0732097951,8.5303159655,16.4970336792,62.0,secondary motor cortex
1011,0.0755117841729,1.94550766085,3.83475145265,19.8800952973,10.217779339,7.61214927932,14.8535651296,21.0,secondary motor cortex
1012,0.0777951728015,2.06931876488,3.95134815485,20.7665679812,10.734579944,7.9417622007,15.4527853264,48.0,secondary motor cortex
1013,0.0747353242448,1.99997960298,3.77825342257,20.4179113657,10.237475077,7.85379976152,15.31526411,73.0,secondary motor cortex
1014,0.0822702105984,2.02010111295,4.0172485419,18.1864480596,9.81866382695,7.10119512563,13.5700821671,83.0,secondary motor cortex
1015,0.0783132791451,1.80852784685,3.59075876488,17.6915346535,9.04671572048,7.04713124915,13.3939725338,69.0,secondary motor cortex
1016,0.104693893924,2.25324507963,3.8335466069,19.4029748789,10.1556990572,7.57048144333,14.5329786363,86.0,secondary motor cortex
1017,0.083104919763,1.81904496007,3.43353162853,15.4663001936,8.57375358059,6.00705392763,11.468191366,138.0,secondary motor cortex
1018,0.0861659620441,2.03670270101,3.88503685876,18.0051772608,9.35489744953,7.0974263201,13.5694229091,196.0,secondary motor cortex
1019,0.0808993860524,1.71921280364,3.44338964549,16.2870230854,8.53501597303,6.55220992601,12.3315849073,96.0,secondary motor cortex
1020,0.0796783826641,1.9242308304,3.54824238981,18.4049841704,9.13812973012,7.2957696699,13.9470276417,105.0,secondary motor cortex
1021,0.0754996179074,1.63683517702,3.14849034243,15.903508994,8.34454591264,6.37213118231,11.9930022334,89.0,secondary motor cortex
1022,0.0748290340472,1.69975876124,3.58090601121,15.1694946059,8.22108691177,5.79229025382,11.2819997453,95.0,secondary motor cortex
1023,0.0776256104949,1.64539326255,3.46522942688,15.8753395575,8.25952206671,6.29481774303,11.9858055233,30.0,secondary motor cortex
1024,0.0774479877373,1.70825103133,3.28735926519,17.0896600293,8.67277805444,6.83046014933,12.9535827313,65.0,secondary motor cortex
1025,0.0703665959428,1.67888153999,3.42056399792,16.8104984057,8.50222384683,7.05155409949,12.9805355106,32.0,secondary motor cortex
1026,0.0727586572054,1.6652930471,3.56734163914,15.1564324194,8.06841302229,6.18979519046,11.5599385687,44.0,secondary motor cortex
1027,0.0764469416857,1.66008817735,3.48881791126,16.5966031473,8.29526215403,7.0682805557,12.8924174173,20.0,secondary motor cortex
1028,0.0748699330026,1.63021420675,3.45598892989,15.645832143,8.14947548082,6.75233969059,12.1031399818,33.0,secondary motor cortex
1029,0.0694937045142,1.41178121547,3.18526504898,12.5587051406,6.87541111921,5.25657764098,9.60048988785,20.0,secondary motor cortex
1030,0.0778105848211,1.51488052783,3.50371708723,14.2028157633,7.19108244162,6.14387617023,11.0923041828,24.0,secondary motor cortex
1031,0.0777596892609,1.60421851946,3.39695554182,15.3459228423,7.75797793877,6.75294784711,11.9775269077,29.0,secondary motor cortex
1032,0.070392457666,1.66842951842,3.67929449664,16.1470095278,8.22024170146,7.07354556428,12.5720806094,11.0,secondary motor cortex
1033,0.0817351644866,1.55893616935,3.42945396109,14.4682296491,7.53555056082,6.48618637687,11.3523642451,8.0,secondary motor cortex
1034,0.0766828232368,1.60490468376,3.56011861259,15.5260154761,7.81219705285,6.72777061499,12.1137347558,10.0,secondary motor cortex
1035,0.0764652366828,1.45520751588,3.30629751321,13.3064112143,7.02891043024,5.99151816361,10.3974304862,9.0,secondary motor cortex
1036,0.0791379716384,1.43108095549,3.39632915714,12.5918962953,6.94395982475,5.44058235255,9.6633978506,8.0,secondary motor cortex
1037,0.0788801948297,1.42220589685,3.1325518675,13.3374128188,7.012665012,5.85766957732,10.3446715607,15.0,secondary motor cortex
1038,0.0710335792679,1.5828649469,3.51342705789,15.6971189148,7.71684937054,6.75870504829,12.1786295711,11.0,secondary motor cortex
1039,0.0739927553263,1.45444894693,3.04280888923,13.8202873402,7.05413060895,5.98474897244,10.6976469055,10.0,secondary motor cortex
1040,0.0702064070665,1.56870072203,3.28551560337,15.4474592525,7.73357635226,6.98477904585,12.1234947528,12.0,secondary motor cortex
1041,0.0880246318052,1.43233154008,3.13231049563,13.6314909102,7.0378466401,6.15670059014,10.6765255354,11.0,secondary motor cortex
1042,0.0735352948389,1.54776778215,3.28940163195,15.2986173311,7.58240671454,6.54791355369,11.8617023603,4.0,secondary motor cortex
1043,0.0825856494955,1.50415284486,3.10929212371,14.3950076454,7.32099793803,6.49143431199,11.2429924388,7.0,secondary motor cortex
1044,0.0748439191045,1.39890327937,2.9436853388,12.9757686154,6.7136094951,6.12245204456,10.2402201661,6.0,secondary motor cortex
1045,0.0677886420312,1.42963621132,3.27827780711,13.1904346806,7.06234464622,5.51864529536,10.0187719337,5.0,secondary motor cortex
1046,0.0710829349264,1.31571711629,2.70991584,12.5441589719,6.3516582012,5.6139651266,9.81602770395,11.0,secondary motor cortex
1047,0.0701609959748,1.39594931153,2.96652779121,13.3752459212,6.87235771982,5.6444750381,10.224679177,15.0,secondary motor cortex
1048,0.0696611618662,1.32050086887,2.66886642072,12.7655857603,6.60516149401,5.48156711043,9.84748472947,7.0,secondary motor cortex
1049,0.0680154861494,1.20083106154,2.54082569968,11.1405355912,5.96774169774,4.63005191276,8.45453057573,10.0,secondary motor cortex
1050,0.080917210788,1.18120269339,2.40996232705,10.70411032,6.04674446528,4.35682880073,8.01295885357,8.0,secondary motor cortex
1051,0.0704430753617,1.13587820513,2.41254226558,10.0454123274,5.66310632414,4.38615007103,7.68341643339,16.0,secondary motor cortex
1052,0.072931316332,1.04140065054,1.96251223712,9.83201423518,5.22359424129,4.19885129052,7.52628700256,10.0,secondary motor cortex
1053,0.0711795142825,1.13000695547,2.13907943232,11.1086725271,5.88816507735,4.66145089913,8.44064473889,12.0,secondary motor cortex
1054,0.0700702943869,0.995749261389,2.00165814926,8.73167274871,4.96416558233,3.49252186661,6.52126331461,9.0,secondary motor cortex
1055,0.0678358212834,1.03263898086,1.93578457592,9.99007689508,5.36687229028,4.25514600966,7.61059423098,9.0,secondary motor cortex
1056,0.0625778223101,0.93688345395,1.78528961171,8.70471510257,4.81850158994,3.57142708653,6.5613885087,9.0,secondary motor cortex
1057,0.0738373855098,0.960215072042,1.81304465662,9.13733282175,4.95073554031,3.65559571374,6.87011385764,6.0,secondary motor cortex
1058,0.0759227482294,0.936601524262,1.77131443315,8.79876023182,4.78506474782,3.48000130584,6.57957764205,10.0,secondary motor cortex
1059,0.0721276288116,0.928580482187,1.76028210981,8.52419414155,4.71813512801,3.32604450817,6.34898233309,8.0,secondary motor cortex
1060,0.0803628046753,0.877004849709,1.62461836398,7.94545218329,4.48452695911,3.260752021,5.96804847611,0.0,secondary motor cortex
1061,0.0730902900607,0.959974565478,1.75394675067,9.05005154771,4.92069623221,3.76805507763,6.85920207043,10.0,secondary motor cortex
1062,0.0695549886043,0.864542891977,1.58419070487,7.83302661442,4.44400735209,3.28945796819,5.8948022991,10.0,secondary motor cortex
1063,0.0670220407279,0.965527926736,1.96050572098,8.61299990635,4.94041531855,3.75093310196,6.65275101047,7.0,secondary motor cortex
1064,0.0600507084341,0.820471466162,1.37580728693,7.5239679603,4.28102371744,3.25536313053,5.7217161866,7.0,secondary motor cortex
1065,0.0664312075852,0.847273659397,1.45845907091,8.03714980633,4.47460993307,3.45809714964,6.11761331105,7.0,secondary motor cortex
1066,0.0574914494248,0.781418527633,1.30809951179,7.26522707616,4.16421464855,3.05702684172,5.46999515056,7.0,secondary motor cortex
1067,0.0593320114261,0.759683154152,1.25725758739,7.18670110079,4.08569745966,3.02873303639,5.40690185863,5.0,secondary motor cortex
1068,0.0555173565867,0.663618079162,1.1129575873,5.96738062301,3.30867457487,2.66015049024,4.59724112005,11.0,secondary motor cortex
1069,0.0594694671945,0.632098430449,1.08613811439,5.54865243973,3.18583809707,2.49402546839,4.27236751329,9.0,secondary motor cortex
1070,0.0565200474009,0.499233081847,0.777888094065,4.33337796715,2.39275830745,1.86259467429,3.30425878845,1.0,secondary motor cortex
1071,0.0617828909737,0.549674767262,0.853396448605,4.77847837243,2.65606172963,2.02390981335,3.64364847326,8.0,secondary motor cortex
1072,0.0518030366934,0.520090719596,0.769859170792,4.27565761778,2.42365154105,2.03300381245,3.35458370834,6.0,above
1073,0.0541128298848,0.446161351643,0.716808499706,3.44220511369,2.07524003293,1.5933073178,2.65426642713,12.0,above
1074,0.0553328887048,0.409411506308,0.604282891888,3.21401149121,1.81946691764,1.44725418868,2.48056399658,5.0,above
1075,0.0523328095473,0.451100383673,0.675942454058,3.68152781541,1.97984453673,1.65352202487,2.86656315058,8.0,above
1076,0.0562274390908,0.418456032034,0.6831337094,3.07564940301,1.75491655869,1.41187643787,2.41166417933,2.0,above
1077,0.0504151226017,0.448104655371,0.734651463696,3.25315601812,1.83134951247,1.46243037399,2.53058554047,9.0,above
1078,0.0537489306213,0.324219621454,0.43821639478,2.34354268548,1.3427080093,1.03351516905,1.79930291805,10.0,above
1079,0.0555237419674,0.362356252852,0.540292165655,2.67103510254,1.50450687524,1.19027857677,2.07773843044,10.0,above
1080,0.0544092981564,0.301265618622,0.425936572671,2.32565944357,1.17843408957,1.0529787362,1.83228396663,6.0,above
1081,0.0480149958299,0.284795530297,0.376710906992,1.87646743856,1.01168312378,0.787767461244,1.45180318324,8.0,above
1082,0.0537373691619,0.292276445719,0.415889755998,1.80080159718,1.03899810755,0.829150627631,1.41671919747,8.0,above
1083,0.050254041393,0.289918820706,0.359445015329,1.72583778595,0.952601020903,0.737943943995,1.32451951985,11.0,above
1084,0.0572860376846,0.261827158341,0.312338681219,1.5192227415,0.827255744213,0.705002301872,1.20041687317,7.0,above
1085,0.0445815670668,0.262501754891,0.356324229179,1.78499150278,0.873561337692,0.765715978731,1.39484559996,7.0,above
1086,0.0470069304253,0.273092360973,0.308546595655,1.58983135431,0.86026697159,0.704698499049,1.24127817988,8.0,above
1087,0.0771070239741,0.359331933319,0.439809149045,3.1373569325,1.30136033236,1.39763775979,2.51033642039,0.0,above
1088,0.048547550397,0.260838184844,0.35036017766,1.44727558032,0.816257261924,0.657733303207,1.13806550033,11.0,above
1089,0.0400831120621,0.410352766456,0.744961769187,3.2355751486,1.69624215484,1.42201661331,2.5449251825,16.0,above
1090,0.0425640549304,0.284207283043,0.372864383278,1.93184107305,0.929693070789,0.855873402991,1.52165679468,10.0,above
1091,0.0372009432216,0.281805974443,0.33309877578,2.24506322695,0.993349096803,0.941678168011,1.75744619477,10.0,above
1092,0.0376175446807,0.249996533553,0.278797527868,1.65692983821,0.815232809867,0.753742511189,1.31295160078,3.0,above
1093,0.0349950037224,0.32370628701,0.423542396994,2.39213136656,1.12745125627,1.05492270414,1.89695543807,9.0,above
1094,0.037675022238,0.219079001986,0.252351829311,0.960302656032,0.557799668934,0.411323954817,0.740022156951,3.0,above
1095,0.0356334464816,0.265452968905,0.275846851923,1.2919580815,0.718773347947,0.560157503694,1.01506360408,8.0,above
1096,0.0437211467787,0.241733924162,0.275968253256,1.17190676831,0.664454819799,0.537423451346,0.929262178363,6.0,above
1097,0.0384126300985,0.200891360137,0.214491942723,0.899518736428,0.565197179327,0.407824855127,0.705840814945,4.0,above
1098,0.0403501241677,0.237201799634,0.237978595159,1.13368183339,0.617783138503,0.577304122349,0.919591068935,5.0,above
1099,0.0377015079038,0.193089195618,0.188443808631,0.796098651108,0.484706268191,0.355560714268,0.621137002947,4.0,above
1100,0.0423095400593,0.234444820854,0.232351908494,0.984400743691,0.618916590532,0.459055732278,0.771361865663,10.0,above
1101,0.0414043345099,0.248112916019,0.257180759295,0.98728926586,0.667069273574,0.458958459371,0.766430613228,6.0,above
1102,0.0359487413086,0.223067854232,0.212430041661,0.812676946524,0.531583995877,0.386197906489,0.645170189967,6.0,above
1103,0.03853748595,0.193178016028,0.184374645261,0.791643778694,0.479645406367,0.354456876665,0.622828298619,13.0,above
1104,0.0354286393584,0.23580963199,0.216928228466,0.949346199022,0.562541158654,0.493740152294,0.778667395578,6.0,above
1105,0.0428852047002,0.205396619588,0.215999807192,0.750231869509,0.541197925776,0.339754275259,0.576333530056,3.0,above
1106,0.0393706684456,0.202988120213,0.195835161461,0.685875735482,0.48830039096,0.326329059467,0.536933295543,5.0,above
1107,0.0363520049244,0.219857037545,0.16753195612,0.911680146322,0.55667636384,0.447689158906,0.719398453183,7.0,above
1108,0.0384028733906,0.215954962088,0.222685013497,0.889102709367,0.571026380634,0.422442854145,0.706817546788,5.0,above
1109,0.0356789179705,0.216906977206,0.228159275965,0.753574939483,0.49308073348,0.37474619571,0.600478677512,3.0,above
1110,0.0399423560891,0.236644803058,0.26313406642,1.03776616492,0.703673474951,0.583537317896,0.853170496146,5.0,above
1111,0.0360431039191,0.213980680099,0.2170926599,0.7188148259,0.509736728494,0.376980869854,0.577140572348,4.0,above
1112,0.0381561059219,0.231764761127,0.222495254069,0.882055891196,0.548139638828,0.4778076289,0.726675624883,5.0,above
1113,0.0323527812398,0.222643578373,0.226171868383,0.82298985875,0.576963206427,0.351435505659,0.620708127111,4.0,above
1114,0.0363515727078,0.226668057277,0.236248778676,0.836527272377,0.558052740577,0.405505452051,0.664744375732,10.0,above
1115,0.0398293580293,0.204524721663,0.198772944934,0.744054668078,0.523455454701,0.371951361811,0.590854029392,12.0,above
1116,0.0368416581436,0.234988490687,0.264210895731,0.865372060177,0.605811920868,0.402742334323,0.687232753922,2.0,above
1117,0.0472541363539,0.228810755265,0.224779649864,0.870979137474,0.568041669754,0.404961572561,0.681968088855,18.0,above
1118,0.0362043934171,0.20272808914,0.172115841992,0.78960969773,0.465095405042,0.429487281681,0.659647112303,6.0,above
1119,0.0346586753287,0.215739290748,0.234133080895,0.749123298266,0.55944622939,0.385549556663,0.599455517423,8.0,above
1120,0.035947762871,0.241818745104,0.27577694406,0.832026287464,0.600526716012,0.411537517021,0.661968798813,14.0,above
1121,0.0337181119351,0.209112150963,0.215364895975,0.8253153226,0.51378750199,0.399351875104,0.660696376952,5.0,above
1122,0.125738750351,8.69937948834,9.21305546392,149.071849197,47.6328758484,57.4754416136,116.728571019,80.0,VPM
1123,0.130652710315,7.44548682545,8.6446036211,121.97225506,41.6497558335,45.3074138842,93.9514992286,147.0,VPM
1124,0.115284799588,8.73581976018,8.79869245823,153.415435883,48.0810576708,58.8755778404,120.361343048,41.0,VPM
1125,0.113459839763,7.78919428754,8.63695415198,133.535015601,44.0063828968,51.0849184846,103.887560257,48.0,VPM
1126,0.115566941919,6.74169592046,8.03446402684,112.475462562,38.3887186101,42.3929612961,86.8911980474,13.0,VPM
1127,0.115674568447,7.36420545868,8.34176944991,125.388028827,42.0671425697,47.9006771691,97.3601223271,12.0,VPM
1128,0.133252738777,7.85981113827,8.739408932,134.826212553,43.5669102966,52.8829521165,105.853002118,35.0,VPM
1129,0.105712353451,7.12218789106,8.32537526385,119.841275874,40.2436407904,46.3929541445,93.4104205946,44.0,VPM
1130,0.119625540067,7.82846031621,8.80292488529,134.72934693,43.3892574792,52.9320870664,105.755881807,27.0,VPM
1131,0.11411563634,7.92368344664,8.75943349604,136.225719479,44.2124335362,53.5161497279,106.927974869,23.0,VPM
1132,0.117850898723,8.86795498273,9.30923865195,157.803267598,48.1931544968,61.7615985027,124.641717459,51.0,VPM
1133,0.108021730106,8.2128071119,9.28497694659,142.103058644,45.6258503732,56.7273521906,112.081854657,33.0,VPM
1134,0.112732901243,8.17336430702,9.13071684858,141.018315973,45.2408310911,55.714372841,110.999623641,37.0,VPM
1135,0.120945041002,8.07648321045,9.45600802438,138.33631843,44.9052657763,54.0959354194,108.458895592,48.0,VPM
1136,0.116723637038,7.44880751198,8.74343688552,125.307862748,41.088911873,47.704803061,97.5306767521,44.0,VPM
1137,0.128312835642,8.19538099326,9.22100020205,140.076611081,45.2115874942,53.4059859844,109.195434587,54.0,VPM
1138,0.119669141963,8.30167389618,9.25565698028,142.906971152,45.483071603,54.755431338,111.637772978,62.0,VPM
1139,0.137419366494,7.11509372122,8.53220241328,115.816261637,39.7294493049,43.518065357,89.3265182047,59.0,VPM
1140,0.13076813981,8.17698158075,8.85345259959,139.025456866,44.7587615585,53.8379140137,108.928148943,55.0,VPM
1141,0.127115756108,8.18944241427,9.00385425447,137.860287592,44.6407004695,54.0847635323,108.142763781,68.0,VPM
1142,0.132651185579,9.3170799192,8.98768868819,153.280737469,48.1395653185,60.6995460824,120.939746205,31.0,VPM
1143,0.157470964559,6.10160903874,7.74477695111,92.4396184507,32.9724141262,32.9687962629,70.2054421408,85.0,VPM
1144,0.14305912302,9.82587681501,9.12824090181,147.709580634,48.3865924443,59.1191283873,116.331025737,48.0,VPM
1145,0.147396780179,8.98995687265,9.03966853806,145.681252678,47.0380400459,57.0675900678,114.374386716,63.0,VPM
1146,0.141302280813,10.1759146741,9.51869203045,140.600872606,46.8201608295,55.3916564794,110.28667815,30.0,VPM
1147,0.158852106014,8.48968920147,8.70577315884,138.607297613,45.8069009588,53.4548644979,107.940540661,107.0,VPM
1148,0.140962163166,8.72641799714,8.52553344378,147.067698982,47.1538599705,59.2656882414,116.232324702,45.0,VPM
1149,0.144320179709,8.4603367729,8.58438294977,138.941896935,45.6928996673,53.9330196239,108.393238215,99.0,VPM
1150,0.130607129212,8.86736454361,8.51361657099,153.145743183,48.5665445146,60.7868967854,120.654533788,109.0,VPM
1151,0.153148750685,9.10895821104,8.89367813965,153.017774918,48.6083499097,60.7553457501,120.565558585,143.0,VPM
1152,0.141541778386,8.81207025782,8.63658958303,152.751602165,47.8096105784,61.4223284293,120.883747397,83.0,VPM
1153,0.136524935145,8.91238611329,8.57587910392,153.863377628,48.5197326881,61.3262566313,121.422054417,57.0,VPM
1154,0.140971825522,8.62340281466,8.82332437192,146.167106133,46.592420171,57.7522172735,115.033851413,84.0,VPM
1155,0.131389725888,8.01743792693,8.64679147918,134.051863562,44.4886448939,53.4563393911,105.291290956,61.0,VPM
1156,0.124106009179,8.06953977672,8.72662784761,132.938535231,44.2075701379,51.2239809268,103.49125541,79.0,VPM
1157,0.118949110532,8.21238150775,8.91222407735,138.567373912,45.3756066613,54.5593617368,108.699524242,46.0,VPM
1158,0.113346680879,8.13207762539,8.70076350519,138.998143337,45.7613105731,54.4236753876,108.82176047,36.0,VPM
1159,0.127662188228,8.42021670496,9.03509658201,140.779913358,46.9738561411,54.4247584783,109.590715766,324.0,Po
1160,0.108203687223,8.81138773937,8.78176198497,154.030984247,49.239178641,59.4429286281,120.533664815,62.0,Po
1161,0.112366250657,7.9310235576,8.36102225194,132.28350605,45.1397227215,50.0190724074,102.185572612,114.0,Po
1162,0.148765862711,9.04274512493,9.1193114351,154.315642302,50.496138075,59.7002573007,120.501601554,116.0,Po
1163,0.137155307822,7.99460246349,8.66464455694,127.160687647,44.6457153825,47.0751406414,97.4775392816,109.0,Po
1164,0.128919567752,8.63058072467,8.85327018409,146.051798024,48.8011505047,55.1938596494,113.158548226,130.0,Po
1165,0.179052105589,8.59348768147,8.99389491834,143.639537998,48.3365175597,54.9095452433,111.422125517,67.0,Po
1166,0.141516752218,8.36524093775,9.00295383839,139.061344549,47.2790682963,52.1632896757,107.410962251,85.0,Po
1167,0.13266276056,7.81653701748,8.63592587605,127.133576996,44.5076637844,47.2682046875,97.5271321475,80.0,Po
1168,0.126935942483,8.82714822316,9.37708400211,148.804336658,49.5229829607,57.887579724,116.193300105,61.0,Po
1169,0.126712058648,8.49210427565,8.97531657489,141.945299584,48.1853987426,54.8367249072,110.390492357,114.0,Po
1170,0.137257811694,8.56426417539,9.15535447107,144.073527889,48.6698071562,55.6467574814,112.139261498,44.0,Po
1171,0.114066871804,8.58120559754,9.08309813647,143.431125765,48.8115374156,54.820368055,111.133983959,154.0,Po
1172,0.119701533356,7.90497255783,8.93462564979,129.802505995,45.3904202663,48.6528473315,99.9196642249,109.0,Po
1173,0.113534860646,8.77330059743,8.78181469301,150.411748075,49.87164969,58.5796178328,117.336215007,125.0,Po
1174,0.110845679824,8.57585097231,8.86104397814,145.485660006,49.1378801684,56.1443164892,113.169681638,90.0,Po
1175,0.112609257352,8.78358325316,8.7931094101,150.446868758,50.0270375179,58.05353696,117.08452855,112.0,Po
1176,0.104830163691,8.12442968588,8.74064764279,133.271535205,46.7921188388,52.0673947877,103.423655029,104.0,Po
1177,0.100893030448,9.31736133604,8.9763710941,159.181824954,52.4972253848,63.6159025712,125.217583164,96.0,Po
1178,0.124076169517,8.25727736918,8.53080224959,136.254306317,47.626409143,53.7391843949,106.083163719,76.0,Po
1179,0.106975326202,8.81936619239,8.81775525135,150.802011876,49.9492797289,59.7787070913,118.397173907,66.0,Po
1180,0.118373130005,8.69003933304,9.11326218545,143.951023948,49.1235208542,56.8464423504,112.448127771,89.0,Po
1181,0.116391389141,8.6991828742,8.79517942134,145.713198833,49.3164764434,58.0549783796,114.18537232,94.0,Po
1182,0.120766014079,8.824856165,9.50342592047,143.224963758,49.7057526856,57.5852773122,112.143921546,80.0,Po
1183,0.105331020506,8.37786227463,8.65795041859,142.028036068,48.26629958,55.7557096436,110.904679955,104.0,Po
1184,0.108063637975,8.98451693695,9.21645710631,150.50137957,50.4764674815,60.9575266252,118.518664794,80.0,Po
1185,0.0946145574847,8.4022630308,8.76613336076,142.252282731,48.2686371037,57.5705634916,111.966265309,31.0,Po
1186,0.0991845896298,8.78823531345,9.00287019778,150.258679084,50.0306652732,60.7690462348,118.465615734,22.0,Po
1187,0.0972139774804,8.9337038324,8.81570004515,154.026670857,50.3616736703,63.7829571124,122.479753953,26.0,Po
1188,0.0995151658012,9.37574864263,9.34231067347,162.164036301,52.9007559329,67.7928355342,129.328644184,36.0,Po
1189,0.0969057259009,7.24245045428,8.50435013157,118.805225761,42.3250016441,45.7853391672,92.0990678133,26.0,Po
1190,0.0938078526626,7.53591027267,8.67892168646,123.424895898,44.2379987468,48.3799031038,95.9308264115,60.0,LDVL
1191,0.09917573627,9.7607341184,9.78542462466,168.235520934,55.2256778183,73.8135368058,136.129803703,34.0,LDVL
1192,0.0944218594658,8.20458099207,8.96850715512,136.726516122,47.9006210126,56.599787306,108.052171201,36.0,LDVL
1193,0.0956114864816,8.96967953761,9.54800536154,151.388431039,51.5736940988,64.0977293378,120.776435956,48.0,LDVL
1194,0.104041487385,10.0793685929,9.82597279994,174.095668485,57.9382919089,74.3988574763,139.293650717,129.0,LDVL
1195,0.104583905296,9.54601040147,9.60345318406,160.584541209,54.2978474814,69.0611455201,128.618916049,39.0,LDVL
1196,0.109669602082,10.6681177432,10.1370583357,184.681827799,60.8679920026,82.0429235258,149.49486229,111.0,LDVL
1197,0.104112810238,10.0166538361,9.8786792498,169.44428913,57.572195063,73.5995901376,135.929768882,302.0,LDVL
1198,0.11468113166,10.3342933452,9.55294656591,180.12609804,59.139442025,78.8817688805,145.411324562,145.0,LDVL
1199,0.104861632802,8.02603219728,8.62805414061,132.093819712,47.5150301989,53.121608284,103.367893281,111.0,LDVL
1200,0.104776126643,10.7483969082,9.96053603492,188.872030939,61.0734817831,81.9566141776,152.326388913,89.0,LDVL
1201,0.104740619609,10.0896747472,9.41205550368,172.567606939,57.999995607,75.047063374,138.826151011,167.0,LDVL
1202,0.0982171253006,9.99947665952,10.1130066306,171.030915547,57.7189701355,71.5819786326,136.217577043,138.0,LDVL
1203,0.0962408170067,9.7684436731,9.6077612428,165.826429598,56.2761540856,71.2857000554,132.852134926,87.0,LDVL
1204,0.0996722076917,9.87301841085,9.67973796091,168.054008938,56.6084776735,72.9228810271,135.064736688,48.0,LDVL
1205,0.103103598377,9.97759314861,9.75171467902,170.281588278,56.9408012614,74.5600619989,137.277338449,294.0,LDVL
1206,0.116287051232,9.04204203851,9.87694604419,150.51671236,52.5845650887,62.4258030372,119.146648477,110.0,LDVL
1207,0.10542841033,9.74159643162,10.0080828741,166.007313906,56.3445031052,69.2172277455,131.941663,41.0,LDVL
1208,0.111871657461,9.75390707014,9.88500387873,168.288598479,56.1921033852,69.1595298636,133.433626357,59.0,LDVL
1209,0.102155553395,8.38674138974,8.89062652806,140.239808973,49.572234825,55.8742400847,109.506469114,23.0,LDVL
1210,0.0911027287084,8.85331701624,9.98495464877,148.713939431,52.2416884483,58.7698933486,116.136964847,36.0,LDVL
1211,0.0892391939829,10.123825601,10.0173476272,177.025423664,58.4829447611,72.2890417904,140.207685631,30.0,LDVL
1212,0.0737822948881,8.82132704278,9.84849743029,149.523438499,52.4790213363,57.8741432827,116.015255401,20.0,LDVL
1213,0.0916018439179,8.86040705683,9.48828842517,152.264999893,52.3455185242,59.5399090031,118.667506193,22.0,LDVL
1214,0.0747227242584,8.89056398509,9.91493820951,151.560261089,53.6033039957,57.3338855689,116.869978959,16.0,LDVL
1215,0.0762383050085,9.35845295261,9.99098508482,161.948665064,55.4325235754,63.8736465448,126.645649253,13.0,LDVL
1216,0.0675374661238,9.2978521937,9.95517227371,160.875434157,55.718755448,62.7769856468,125.338429936,17.0,LDVL
1217,0.0860726157576,9.84485195784,10.4677745666,171.987656859,58.2914211105,67.6719806982,134.466969465,19.0,LDVL
1218,0.0854739015922,9.84135486321,10.8303363229,171.060816472,58.53355193,66.9353624499,133.444408682,16.0,LDVL
1219,0.0852528610519,9.1382404412,10.4222027385,155.957849191,55.1564647993,59.5985696945,120.61037733,13.0,LDVL
1220,0.0788430334196,9.63983572114,10.923313659,167.072991312,57.7479752472,64.3717606552,129.756242033,17.0,LDVL
1221,0.0888190732942,10.0751697004,10.6582921658,176.825531271,59.986616176,68.303287824,137.595638741,22.0,LDVL
1222,0.0767164076461,9.63391731062,10.9767882548,165.700752974,58.4521337081,62.3343270267,127.592934853,23.0,LDVL
1223,0.0761842741945,9.92097059182,11.0174078829,172.174726276,59.6397502947,66.1710796078,133.589093393,15.0,LDVL
1224,0.0789661400336,9.79311780134,10.835957179,170.11507772,59.1297102941,64.6229635814,131.606162137,9.0,LDVL
1225,0.0860694066785,10.0293020686,10.9609818639,174.377201534,60.2572004871,66.9116907329,135.243240712,7.0,fimbria
1226,0.0829738593665,9.68856634621,11.0906799542,166.174207532,59.0136960446,62.8271279751,128.171459097,10.0,fimbria
